"corporacion","circunscripción","partido","partido1","candidato","genero","descipcion_movimiento"
"SENADO","NACIONAL","PARTIDO LIBERAL COLOMBIANO","","LIDIO ARTURO GARCIA TURBAY","M","PARTIDO O MOVIMIENTO POLITICO CON PERSONERIA JURIDICA"
"SENADO","NACIONAL","PARTIDO LIBERAL COLOMBIANO","","FABIO RAUL AMIN SALEME","M","PARTIDO O MOVIMIENTO POLITICO CON PERSONERIA JURIDICA"
"SENADO","NACIONAL","PARTIDO LIBERAL COLOMBIANO","","MIGUEL ANGEL PINTO HERNANDEZ","M","PARTIDO O MOVIMIENTO POLITICO CON PERSONERIA JURIDICA"
"SENADO","NACIONAL","PARTIDO LIBERAL COLOMBIANO","","ALEJANDRO CARLOS CHACON CAMARGO","M","PARTIDO O MOVIMIENTO POLITICO CON PERSONERIA JURIDICA"
"SENADO","NACIONAL","PARTIDO LIBERAL COLOMBIANO","","IVAN DARIO AGUDELO ZAPATA","M","PARTIDO O MOVIMIENTO POLITICO CON PERSONERIA JURIDICA"
"SENADO","NACIONAL","PARTIDO LIBERAL COLOMBIANO","","CARLOS ALBERTO ROJANO LLINAS","M","PARTIDO O MOVIMIENTO POLITICO CON PERSONERIA JURIDICA"
"SENADO","NACIONAL","PARTIDO LIBERAL COLOMBIANO","","LAURA ESTER FORTICH SANCHEZ","F","PARTIDO O MOVIMIENTO POLITICO CON PERSONERIA JURIDICA"
"SENADO","NACIONAL","PARTIDO LIBERAL COLOMBIANO","","KARINA ESPINOSA OLIVER","F","PARTIDO O MOVIMIENTO POLITICO CON PERSONERIA JURIDICA"
"SENADO","NACIONAL","PARTIDO LIBERAL COLOMBIANO","","MARIO ALBERTO CASTAÑO PEREZ","M","PARTIDO O MOVIMIENTO POLITICO CON PERSONERIA JURIDICA"
"SENADO","NACIONAL","PARTIDO LIBERAL COLOMBIANO","","MAURICIO GOMEZ AMIN","M","PARTIDO O MOVIMIENTO POLITICO CON PERSONERIA JURIDICA"
"SENADO","NACIONAL","PARTIDO LIBERAL COLOMBIANO","","JOHN JAIRO ROLDAN AVENDAÑO","M","PARTIDO O MOVIMIENTO POLITICO CON PERSONERIA JURIDICA"
"SENADO","NACIONAL","PARTIDO LIBERAL COLOMBIANO","","SARA JIMENA CASTELLANOS RODRIGUEZ","F","PARTIDO O MOVIMIENTO POLITICO CON PERSONERIA JURIDICA"
"SENADO","NACIONAL","PARTIDO LIBERAL COLOMBIANO","","JAIME ENRIQUE DURAN BARRERA","M","PARTIDO O MOVIMIENTO POLITICO CON PERSONERIA JURIDICA"
"SENADO","NACIONAL","PARTIDO LIBERAL COLOMBIANO","","JULIO CESAR TURBAY NOGUERA","M","PARTIDO O MOVIMIENTO POLITICO CON PERSONERIA JURIDICA"
"SENADO","NACIONAL","PARTIDO LIBERAL COLOMBIANO","","FRANCISCO ALFONSO FERNANDO PAREJA GONZALEZ","M","PARTIDO O MOVIMIENTO POLITICO CON PERSONERIA JURIDICA"
"SENADO","NACIONAL","PARTIDO LIBERAL COLOMBIANO","","MANUEL ANCIZAR SANCHEZ DURAN","M","PARTIDO O MOVIMIENTO POLITICO CON PERSONERIA JURIDICA"
"SENADO","NACIONAL","PARTIDO LIBERAL COLOMBIANO","","JUAN DIEGO ECHAVARRIA SANCHEZ","M","PARTIDO O MOVIMIENTO POLITICO CON PERSONERIA JURIDICA"
"SENADO","NACIONAL","PARTIDO LIBERAL COLOMBIANO","","FIDELIA MARIA SUAREZ TIRADO","F","PARTIDO O MOVIMIENTO POLITICO CON PERSONERIA JURIDICA"
"SENADO","NACIONAL","PARTIDO LIBERAL COLOMBIANO","","ALMA ROSA RASGO RODRIGUEZ","F","PARTIDO O MOVIMIENTO POLITICO CON PERSONERIA JURIDICA"
"SENADO","NACIONAL","PARTIDO LIBERAL COLOMBIANO","","CELINA TORRES REYES","F","PARTIDO O MOVIMIENTO POLITICO CON PERSONERIA JURIDICA"
"SENADO","NACIONAL","PARTIDO LIBERAL COLOMBIANO","","JOSE LUIS CORREA LOPEZ","M","PARTIDO O MOVIMIENTO POLITICO CON PERSONERIA JURIDICA"
"SENADO","NACIONAL","PARTIDO LIBERAL COLOMBIANO","","KATHERINE JULIETH MORA JEREZ","F","PARTIDO O MOVIMIENTO POLITICO CON PERSONERIA JURIDICA"
"SENADO","NACIONAL","PARTIDO LIBERAL COLOMBIANO","","MARIANA AYALA PONTE","F","PARTIDO O MOVIMIENTO POLITICO CON PERSONERIA JURIDICA"
"SENADO","NACIONAL","PARTIDO LIBERAL COLOMBIANO","","MARTHA MARIN SUAREZ","F","PARTIDO O MOVIMIENTO POLITICO CON PERSONERIA JURIDICA"
"SENADO","NACIONAL","PARTIDO LIBERAL COLOMBIANO","","FRANK ARLEY GUZMAN DAZA","M","PARTIDO O MOVIMIENTO POLITICO CON PERSONERIA JURIDICA"
"SENADO","NACIONAL","PARTIDO LIBERAL COLOMBIANO","","MARIA REGINA STUMMO VILLAR","F","PARTIDO O MOVIMIENTO POLITICO CON PERSONERIA JURIDICA"
"SENADO","NACIONAL","PARTIDO LIBERAL COLOMBIANO","","EUGENIA SERRANO PRADA","F","PARTIDO O MOVIMIENTO POLITICO CON PERSONERIA JURIDICA"
"SENADO","NACIONAL","PARTIDO LIBERAL COLOMBIANO","","JENNY KATHERINE NIÑO BAEZ","F","PARTIDO O MOVIMIENTO POLITICO CON PERSONERIA JURIDICA"
"SENADO","NACIONAL","PARTIDO LIBERAL COLOMBIANO","","ALBERTO PALMA CUERVO","M","PARTIDO O MOVIMIENTO POLITICO CON PERSONERIA JURIDICA"
"SENADO","NACIONAL","PARTIDO LIBERAL COLOMBIANO","","JAIME ENRIQUE BEDOYA MONTOYA","M","PARTIDO O MOVIMIENTO POLITICO CON PERSONERIA JURIDICA"
"SENADO","NACIONAL","PARTIDO LIBERAL COLOMBIANO","","SERGIO HUEPO BELTRAN","M","PARTIDO O MOVIMIENTO POLITICO CON PERSONERIA JURIDICA"
"SENADO","NACIONAL","PARTIDO LIBERAL COLOMBIANO","","WILFRAND CUENCA ZULETA","M","PARTIDO O MOVIMIENTO POLITICO CON PERSONERIA JURIDICA"
"SENADO","NACIONAL","PARTIDO LIBERAL COLOMBIANO","","WILLIAM GUZMAN GARCIA","M","PARTIDO O MOVIMIENTO POLITICO CON PERSONERIA JURIDICA"
"SENADO","NACIONAL","PARTIDO LIBERAL COLOMBIANO","","JACQUELIN QUESADA MONTIEL","F","PARTIDO O MOVIMIENTO POLITICO CON PERSONERIA JURIDICA"
"SENADO","NACIONAL","PARTIDO LIBERAL COLOMBIANO","","JESUS CORRALES CANO","M","PARTIDO O MOVIMIENTO POLITICO CON PERSONERIA JURIDICA"
"SENADO","NACIONAL","PARTIDO LIBERAL COLOMBIANO","","GLORIA ELENA MESA CEBALLOS","F","PARTIDO O MOVIMIENTO POLITICO CON PERSONERIA JURIDICA"
"SENADO","NACIONAL","PARTIDO LIBERAL COLOMBIANO","","MARYI ALEJANDRA RODRIGUEZ FONSECA","F","PARTIDO O MOVIMIENTO POLITICO CON PERSONERIA JURIDICA"
"SENADO","NACIONAL","PARTIDO LIBERAL COLOMBIANO","","JOSE EVARISTO CRUZ ALFONSO","M","PARTIDO O MOVIMIENTO POLITICO CON PERSONERIA JURIDICA"
"SENADO","NACIONAL","PARTIDO LIBERAL COLOMBIANO","","JOSE DOMINGO CASTILLO TORRES","M","PARTIDO O MOVIMIENTO POLITICO CON PERSONERIA JURIDICA"
"SENADO","NACIONAL","PARTIDO LIBERAL COLOMBIANO","","ERWIN JESUS LECHUGA HEREDIA","M","PARTIDO O MOVIMIENTO POLITICO CON PERSONERIA JURIDICA"
"SENADO","NACIONAL","PARTIDO LIBERAL COLOMBIANO","","ANLET JAQUELINE BENT ARCHBOLD","F","PARTIDO O MOVIMIENTO POLITICO CON PERSONERIA JURIDICA"
"SENADO","NACIONAL","PARTIDO LIBERAL COLOMBIANO","","EDGAR FERNANDO CONDE RAMIREZ","M","PARTIDO O MOVIMIENTO POLITICO CON PERSONERIA JURIDICA"
"SENADO","NACIONAL","PARTIDO LIBERAL COLOMBIANO","","EDITH ANDREA MARTINEZ TOVAR","F","PARTIDO O MOVIMIENTO POLITICO CON PERSONERIA JURIDICA"
"SENADO","NACIONAL","PARTIDO LIBERAL COLOMBIANO","","HERNAN CASTELLANOS FORIGUA","M","PARTIDO O MOVIMIENTO POLITICO CON PERSONERIA JURIDICA"
"SENADO","NACIONAL","PARTIDO LIBERAL COLOMBIANO","","LEONARDO FABIO ROMERO MIRANDA","M","PARTIDO O MOVIMIENTO POLITICO CON PERSONERIA JURIDICA"
"SENADO","NACIONAL","PARTIDO LIBERAL COLOMBIANO","","MARIELA MARTINEZ RODRIGUEZ","F","PARTIDO O MOVIMIENTO POLITICO CON PERSONERIA JURIDICA"
"SENADO","NACIONAL","PARTIDO LIBERAL COLOMBIANO","","FABIO CIFUENTES CERON","M","PARTIDO O MOVIMIENTO POLITICO CON PERSONERIA JURIDICA"
"SENADO","NACIONAL","PARTIDO LIBERAL COLOMBIANO","","JINNA PAOLA ENCISO BRAVO","F","PARTIDO O MOVIMIENTO POLITICO CON PERSONERIA JURIDICA"
"SENADO","NACIONAL","PARTIDO LIBERAL COLOMBIANO","","HECTOR COPETE","M","PARTIDO O MOVIMIENTO POLITICO CON PERSONERIA JURIDICA"
"SENADO","NACIONAL","PARTIDO LIBERAL COLOMBIANO","","JUAN MANUEL CRUZ BANOY","M","PARTIDO O MOVIMIENTO POLITICO CON PERSONERIA JURIDICA"
"SENADO","NACIONAL","PARTIDO LIBERAL COLOMBIANO","","NANCY YASMIN CANIZALES JIMENEZ","F","PARTIDO O MOVIMIENTO POLITICO CON PERSONERIA JURIDICA"
"SENADO","NACIONAL","PARTIDO LIBERAL COLOMBIANO","","YURIS MARINA RODRIGUEZ GRANADOS","F","PARTIDO O MOVIMIENTO POLITICO CON PERSONERIA JURIDICA"
"SENADO","NACIONAL","PARTIDO LIBERAL COLOMBIANO","","HERBIN JANDRY AMU DIAZ","M","PARTIDO O MOVIMIENTO POLITICO CON PERSONERIA JURIDICA"
"SENADO","NACIONAL","PARTIDO LIBERAL COLOMBIANO","","CAROLINA PULIDO RINCON","F","PARTIDO O MOVIMIENTO POLITICO CON PERSONERIA JURIDICA"
"SENADO","NACIONAL","PARTIDO LIBERAL COLOMBIANO","","CESAR ALBERTO MORENO ABAUNZA","M","PARTIDO O MOVIMIENTO POLITICO CON PERSONERIA JURIDICA"
"SENADO","NACIONAL","PARTIDO LIBERAL COLOMBIANO","","GENNY TATIANA SOLANO RINCON","F","PARTIDO O MOVIMIENTO POLITICO CON PERSONERIA JURIDICA"
"SENADO","NACIONAL","PARTIDO LIBERAL COLOMBIANO","","NHORA RAMIREZ SIERRA","F","PARTIDO O MOVIMIENTO POLITICO CON PERSONERIA JURIDICA"
"SENADO","NACIONAL","PARTIDO LIBERAL COLOMBIANO","","PAULINO OCORO RUIZ","M","PARTIDO O MOVIMIENTO POLITICO CON PERSONERIA JURIDICA"
"SENADO","NACIONAL","PARTIDO LIBERAL COLOMBIANO","","GERSON ROBAYO DIAZ","M","PARTIDO O MOVIMIENTO POLITICO CON PERSONERIA JURIDICA"
"SENADO","NACIONAL","PARTIDO LIBERAL COLOMBIANO","","LUZ STELLA NAVARRO CORREA","F","PARTIDO O MOVIMIENTO POLITICO CON PERSONERIA JURIDICA"
"SENADO","NACIONAL","PARTIDO LIBERAL COLOMBIANO","","CLAUDIA PATRICIA ROJAS RAMIREZ","F","PARTIDO O MOVIMIENTO POLITICO CON PERSONERIA JURIDICA"
"SENADO","NACIONAL","PARTIDO LIBERAL COLOMBIANO","","SALLE LILIANA PEÑA VALBUENA","F","PARTIDO O MOVIMIENTO POLITICO CON PERSONERIA JURIDICA"
"SENADO","NACIONAL","PARTIDO LIBERAL COLOMBIANO","","ANDREA JISELA OLIVEROS CARDENAS","F","PARTIDO O MOVIMIENTO POLITICO CON PERSONERIA JURIDICA"
"SENADO","NACIONAL","PARTIDO LIBERAL COLOMBIANO","","ARTURO PALACIOS ORTEGA","M","PARTIDO O MOVIMIENTO POLITICO CON PERSONERIA JURIDICA"
"SENADO","NACIONAL","PARTIDO LIBERAL COLOMBIANO","","NATALY BUITRAGO RUIZ","F","PARTIDO O MOVIMIENTO POLITICO CON PERSONERIA JURIDICA"
"SENADO","NACIONAL","PARTIDO LIBERAL COLOMBIANO","","ANA YURANI CARRILLO PARDO","F","PARTIDO O MOVIMIENTO POLITICO CON PERSONERIA JURIDICA"
"SENADO","NACIONAL","PARTIDO LIBERAL COLOMBIANO","","SANDRA ROCIO GUERRERO MARTINEZ","F","PARTIDO O MOVIMIENTO POLITICO CON PERSONERIA JURIDICA"
"SENADO","NACIONAL","PARTIDO LIBERAL COLOMBIANO","","HUGO ARMANDO RICO GUTIERREZ","M","PARTIDO O MOVIMIENTO POLITICO CON PERSONERIA JURIDICA"
"SENADO","NACIONAL","PARTIDO LIBERAL COLOMBIANO","","AFIFE SANTANDER SANCHEZ","F","PARTIDO O MOVIMIENTO POLITICO CON PERSONERIA JURIDICA"
"SENADO","NACIONAL","PARTIDO LIBERAL COLOMBIANO","","SANDRA MARTINEZ LEGUIZAMON","F","PARTIDO O MOVIMIENTO POLITICO CON PERSONERIA JURIDICA"
"SENADO","NACIONAL","PARTIDO LIBERAL COLOMBIANO","","NELSON ENRIQUE GOMEZ ANGEL","M","PARTIDO O MOVIMIENTO POLITICO CON PERSONERIA JURIDICA"
"SENADO","NACIONAL","PARTIDO LIBERAL COLOMBIANO","","ALIX ALFONSO PABON","F","PARTIDO O MOVIMIENTO POLITICO CON PERSONERIA JURIDICA"
"SENADO","NACIONAL","PARTIDO LIBERAL COLOMBIANO","","DEISY JOHANNA RODRIGUEZ ROJAS","F","PARTIDO O MOVIMIENTO POLITICO CON PERSONERIA JURIDICA"
"SENADO","NACIONAL","PARTIDO LIBERAL COLOMBIANO","","LIZETH KATERINE ARCHILA SUAREZ","F","PARTIDO O MOVIMIENTO POLITICO CON PERSONERIA JURIDICA"
"SENADO","NACIONAL","PARTIDO LIBERAL COLOMBIANO","","NANCY AMOROCHO QUIÑONEZ","F","PARTIDO O MOVIMIENTO POLITICO CON PERSONERIA JURIDICA"
"SENADO","NACIONAL","PARTIDO LIBERAL COLOMBIANO","","JEDSENIA AMARIZ PACHECO","F","PARTIDO O MOVIMIENTO POLITICO CON PERSONERIA JURIDICA"
"SENADO","NACIONAL","PARTIDO LIBERAL COLOMBIANO","","SILVIA PATRICIA BARRIOS CARREÑO","F","PARTIDO O MOVIMIENTO POLITICO CON PERSONERIA JURIDICA"
"SENADO","NACIONAL","PARTIDO LIBERAL COLOMBIANO","","MIRIAM PLATA VELASQUEZ","F","PARTIDO O MOVIMIENTO POLITICO CON PERSONERIA JURIDICA"
"SENADO","NACIONAL","PARTIDO LIBERAL COLOMBIANO","","CLAUDIA MARIA PEREZ GIRALDO","F","PARTIDO O MOVIMIENTO POLITICO CON PERSONERIA JURIDICA"
"SENADO","NACIONAL","PARTIDO LIBERAL COLOMBIANO","","JOSE ABIGAIL MIRANDA VIRGUEZ","M","PARTIDO O MOVIMIENTO POLITICO CON PERSONERIA JURIDICA"
"SENADO","NACIONAL","PARTIDO LIBERAL COLOMBIANO","","JUAN CARLOS MERCADO VILLARREAL","M","PARTIDO O MOVIMIENTO POLITICO CON PERSONERIA JURIDICA"
"SENADO","NACIONAL","PARTIDO LIBERAL COLOMBIANO","","RUBEN DANILO YANDUN GONZALEZ","M","PARTIDO O MOVIMIENTO POLITICO CON PERSONERIA JURIDICA"
"SENADO","NACIONAL","PARTIDO LIBERAL COLOMBIANO","","JULIAN FERNANDO REYES GONZALEZ","M","PARTIDO O MOVIMIENTO POLITICO CON PERSONERIA JURIDICA"
"SENADO","NACIONAL","PARTIDO LIBERAL COLOMBIANO","","JOSE ALFONSO AREVALO ROJAS","M","PARTIDO O MOVIMIENTO POLITICO CON PERSONERIA JURIDICA"
"SENADO","NACIONAL","PARTIDO LIBERAL COLOMBIANO","","WILMAR HERNAN SANCHEZ VASQUEZ","M","PARTIDO O MOVIMIENTO POLITICO CON PERSONERIA JURIDICA"
"SENADO","NACIONAL","PARTIDO LIBERAL COLOMBIANO","","GLORIA JANETH BECERRA ROJAS","F","PARTIDO O MOVIMIENTO POLITICO CON PERSONERIA JURIDICA"
"SENADO","NACIONAL","PARTIDO LIBERAL COLOMBIANO","","GERARDO ARTURO RINCON OBANDO","M","PARTIDO O MOVIMIENTO POLITICO CON PERSONERIA JURIDICA"
"SENADO","NACIONAL","PARTIDO LIBERAL COLOMBIANO","","MARLENE RUEDA ACEVEDO","F","PARTIDO O MOVIMIENTO POLITICO CON PERSONERIA JURIDICA"
"SENADO","NACIONAL","PARTIDO LIBERAL COLOMBIANO","","NILTON CORDOBA MANYOMA","M","PARTIDO O MOVIMIENTO POLITICO CON PERSONERIA JURIDICA"
"SENADO","NACIONAL","PARTIDO LIBERAL COLOMBIANO","","SONIA EDITH MORENO LEON","F","PARTIDO O MOVIMIENTO POLITICO CON PERSONERIA JURIDICA"
"SENADO","NACIONAL","PARTIDO LIBERAL COLOMBIANO","","DEIXI RODRIGUEZ RODRIGUEZ","F","PARTIDO O MOVIMIENTO POLITICO CON PERSONERIA JURIDICA"
"SENADO","NACIONAL","PARTIDO LIBERAL COLOMBIANO","","PAOLA MARCELA ROMAN BOBADILLA","F","PARTIDO O MOVIMIENTO POLITICO CON PERSONERIA JURIDICA"
"SENADO","NACIONAL","PARTIDO LIBERAL COLOMBIANO","","MARIA ELENA CRISTANCHO","F","PARTIDO O MOVIMIENTO POLITICO CON PERSONERIA JURIDICA"
"SENADO","NACIONAL","PARTIDO LIBERAL COLOMBIANO","","YULIA CAROLINA MARIÑO SANCHEZ","F","PARTIDO O MOVIMIENTO POLITICO CON PERSONERIA JURIDICA"
"SENADO","NACIONAL","PARTIDO LIBERAL COLOMBIANO","","MARIA LUDY MARQUEZ RIOS","F","PARTIDO O MOVIMIENTO POLITICO CON PERSONERIA JURIDICA"
"SENADO","NACIONAL","PARTIDO LIBERAL COLOMBIANO","","OLGA MARIA TARAZONA MEDINA","F","PARTIDO O MOVIMIENTO POLITICO CON PERSONERIA JURIDICA"
"SENADO","NACIONAL","PARTIDO LIBERAL COLOMBIANO","","DARY YANETH HERNANDEZ RIVERA","F","PARTIDO O MOVIMIENTO POLITICO CON PERSONERIA JURIDICA"
"SENADO","NACIONAL","PARTIDO LIBERAL COLOMBIANO","","JUAN PABLO GALLO MAYA","M","PARTIDO O MOVIMIENTO POLITICO CON PERSONERIA JURIDICA"
"SENADO","NACIONAL","PARTIDO LIBERAL COLOMBIANO","","ALEJANDRO ALBERTO VEGA PEREZ","M","PARTIDO O MOVIMIENTO POLITICO CON PERSONERIA JURIDICA"
"SENADO","NACIONAL","PARTIDO CONSERVADOR COLOMBIANO","","EFRAIN JOSE CEPEDA SARABIA","M","PARTIDO O MOVIMIENTO POLITICO CON PERSONERIA JURIDICA"
"SENADO","NACIONAL","PARTIDO CONSERVADOR COLOMBIANO","","NADYA GEORGETTE BLEL SCAFF","F","PARTIDO O MOVIMIENTO POLITICO CON PERSONERIA JURIDICA"
"SENADO","NACIONAL","PARTIDO CONSERVADOR COLOMBIANO","","MIGUEL ANGEL BARRETO CASTILLO","M","PARTIDO O MOVIMIENTO POLITICO CON PERSONERIA JURIDICA"
"SENADO","NACIONAL","PARTIDO CONSERVADOR COLOMBIANO","","CARLOS ANDRES TRUJILLO GONZALEZ","M","PARTIDO O MOVIMIENTO POLITICO CON PERSONERIA JURIDICA"
"SENADO","NACIONAL","PARTIDO CONSERVADOR COLOMBIANO","","GERMAN ALCIDES BLANCO ALVAREZ","M","PARTIDO O MOVIMIENTO POLITICO CON PERSONERIA JURIDICA"
"SENADO","NACIONAL","PARTIDO CONSERVADOR COLOMBIANO","","SOLEDAD TAMAYO TAMAYO","F","PARTIDO O MOVIMIENTO POLITICO CON PERSONERIA JURIDICA"
"SENADO","NACIONAL","PARTIDO CONSERVADOR COLOMBIANO","","MARCOS DANIEL PINEDA GARCIA","M","PARTIDO O MOVIMIENTO POLITICO CON PERSONERIA JURIDICA"
"SENADO","NACIONAL","PARTIDO CONSERVADOR COLOMBIANO","","NICOLAS ALBEIRO ECHEVERRY ALVARAN","M","PARTIDO O MOVIMIENTO POLITICO CON PERSONERIA JURIDICA"
"SENADO","NACIONAL","PARTIDO CONSERVADOR COLOMBIANO","","ESPERANZA ANDRADE SERRANO","F","PARTIDO O MOVIMIENTO POLITICO CON PERSONERIA JURIDICA"
"SENADO","NACIONAL","PARTIDO CONSERVADOR COLOMBIANO","","JUAN CARLOS GARCIA GOMEZ","M","PARTIDO O MOVIMIENTO POLITICO CON PERSONERIA JURIDICA"
"SENADO","NACIONAL","PARTIDO CONSERVADOR COLOMBIANO","","LILIANA ESTHER BITAR CASTILLA","F","PARTIDO O MOVIMIENTO POLITICO CON PERSONERIA JURIDICA"
"SENADO","NACIONAL","PARTIDO CONSERVADOR COLOMBIANO","","DIELA LILIANA BENAVIDES SOLARTE","F","PARTIDO O MOVIMIENTO POLITICO CON PERSONERIA JURIDICA"
"SENADO","NACIONAL","PARTIDO CONSERVADOR COLOMBIANO","","UBEIMAR DELGADO BLANDON","M","PARTIDO O MOVIMIENTO POLITICO CON PERSONERIA JURIDICA"
"SENADO","NACIONAL","PARTIDO CONSERVADOR COLOMBIANO","","ALBERTO DEVIA ESCOBAR","M","PARTIDO O MOVIMIENTO POLITICO CON PERSONERIA JURIDICA"
"SENADO","NACIONAL","PARTIDO CONSERVADOR COLOMBIANO","","JUAN CAMILO OSTOS ROMERO","M","PARTIDO O MOVIMIENTO POLITICO CON PERSONERIA JURIDICA"
"SENADO","NACIONAL","PARTIDO CONSERVADOR COLOMBIANO","","GLADYS HELENA ORTIZ FLOREZ","F","PARTIDO O MOVIMIENTO POLITICO CON PERSONERIA JURIDICA"
"SENADO","NACIONAL","PARTIDO CONSERVADOR COLOMBIANO","","EDWAR JALABE DIAZ","M","PARTIDO O MOVIMIENTO POLITICO CON PERSONERIA JURIDICA"
"SENADO","NACIONAL","PARTIDO CONSERVADOR COLOMBIANO","","ALDEMAR NARVAEZ SERRATO","M","PARTIDO O MOVIMIENTO POLITICO CON PERSONERIA JURIDICA"
"SENADO","NACIONAL","PARTIDO CONSERVADOR COLOMBIANO","","PABLO EMILIO BARRETO GAITAN","M","PARTIDO O MOVIMIENTO POLITICO CON PERSONERIA JURIDICA"
"SENADO","NACIONAL","PARTIDO CONSERVADOR COLOMBIANO","","JOSE ALFREDO MARIN LOZANO","M","PARTIDO O MOVIMIENTO POLITICO CON PERSONERIA JURIDICA"
"SENADO","NACIONAL","PARTIDO CONSERVADOR COLOMBIANO","","LUIS ALCIBIADES HERNANDEZ CASTELLANOS","M","PARTIDO O MOVIMIENTO POLITICO CON PERSONERIA JURIDICA"
"SENADO","NACIONAL","PARTIDO CONSERVADOR COLOMBIANO","","JOHN JAIRO CORREA RODRIGUEZ","M","PARTIDO O MOVIMIENTO POLITICO CON PERSONERIA JURIDICA"
"SENADO","NACIONAL","PARTIDO CONSERVADOR COLOMBIANO","","MARIANELA CAMELO LEON","F","PARTIDO O MOVIMIENTO POLITICO CON PERSONERIA JURIDICA"
"SENADO","NACIONAL","PARTIDO CONSERVADOR COLOMBIANO","","ALEXANDER BARRUETO RODRIGUEZ","M","PARTIDO O MOVIMIENTO POLITICO CON PERSONERIA JURIDICA"
"SENADO","NACIONAL","PARTIDO CONSERVADOR COLOMBIANO","","OSCAR BARRETO QUIROGA","M","PARTIDO O MOVIMIENTO POLITICO CON PERSONERIA JURIDICA"
"SENADO","NACIONAL","PARTIDO CONSERVADOR COLOMBIANO","","BLAS ALBERTO AHUMADA BARRAZA","M","PARTIDO O MOVIMIENTO POLITICO CON PERSONERIA JURIDICA"
"SENADO","NACIONAL","PARTIDO CONSERVADOR COLOMBIANO","","ESTEBAN LLEWELING CAICEDO CORDOBA","M","PARTIDO O MOVIMIENTO POLITICO CON PERSONERIA JURIDICA"
"SENADO","NACIONAL","PARTIDO CONSERVADOR COLOMBIANO","","NEHEMIAS CORDOBA GONZALEZ","M","PARTIDO O MOVIMIENTO POLITICO CON PERSONERIA JURIDICA"
"SENADO","NACIONAL","PARTIDO CONSERVADOR COLOMBIANO","","IVAN GUTIERREZ RODRIGUEZ","M","PARTIDO O MOVIMIENTO POLITICO CON PERSONERIA JURIDICA"
"SENADO","NACIONAL","PARTIDO CONSERVADOR COLOMBIANO","","GUSTAVO RINCON RIVERA","M","PARTIDO O MOVIMIENTO POLITICO CON PERSONERIA JURIDICA"
"SENADO","NACIONAL","PARTIDO CONSERVADOR COLOMBIANO","","LUISA MATILDE ECHEVERRIA ARTETA","F","PARTIDO O MOVIMIENTO POLITICO CON PERSONERIA JURIDICA"
"SENADO","NACIONAL","PARTIDO CONSERVADOR COLOMBIANO","","JOSE MANUEL ROMERO LAGO","M","PARTIDO O MOVIMIENTO POLITICO CON PERSONERIA JURIDICA"
"SENADO","NACIONAL","PARTIDO CONSERVADOR COLOMBIANO","","ANDRES ALIRIO CORREDOR CORREDOR","M","PARTIDO O MOVIMIENTO POLITICO CON PERSONERIA JURIDICA"
"SENADO","NACIONAL","PARTIDO CONSERVADOR COLOMBIANO","","MARLENY MONDRAGON PIÑEROS","F","PARTIDO O MOVIMIENTO POLITICO CON PERSONERIA JURIDICA"
"SENADO","NACIONAL","PARTIDO CONSERVADOR COLOMBIANO","","LAUREANO AUGUSTO ACUÑA DIAZ","M","PARTIDO O MOVIMIENTO POLITICO CON PERSONERIA JURIDICA"
"SENADO","NACIONAL","PARTIDO CONSERVADOR COLOMBIANO","","ALAIN FERNANDO MORENO ORTEGA","M","PARTIDO O MOVIMIENTO POLITICO CON PERSONERIA JURIDICA"
"SENADO","NACIONAL","PARTIDO CONSERVADOR COLOMBIANO","","TATIANA DEL PILAR CALDERON RESTREPO","F","PARTIDO O MOVIMIENTO POLITICO CON PERSONERIA JURIDICA"
"SENADO","NACIONAL","PARTIDO CONSERVADOR COLOMBIANO","","JOHON ORLANDO GARZON ACOSTA","M","PARTIDO O MOVIMIENTO POLITICO CON PERSONERIA JURIDICA"
"SENADO","NACIONAL","PARTIDO CONSERVADOR COLOMBIANO","","RODOLFO RINCON SOSA","M","PARTIDO O MOVIMIENTO POLITICO CON PERSONERIA JURIDICA"
"SENADO","NACIONAL","PARTIDO CONSERVADOR COLOMBIANO","","ASTRID SOLANO MONTIEL","F","PARTIDO O MOVIMIENTO POLITICO CON PERSONERIA JURIDICA"
"SENADO","NACIONAL","PARTIDO CONSERVADOR COLOMBIANO","","MAYRA FRINETH ORTIZ VARGAS","F","PARTIDO O MOVIMIENTO POLITICO CON PERSONERIA JURIDICA"
"SENADO","NACIONAL","PARTIDO CONSERVADOR COLOMBIANO","","RUBEN DARIO GIRALDO CARVAJAL","M","PARTIDO O MOVIMIENTO POLITICO CON PERSONERIA JURIDICA"
"SENADO","NACIONAL","PARTIDO CONSERVADOR COLOMBIANO","","PABLO EUGENIO RINCON ARDILA","M","PARTIDO O MOVIMIENTO POLITICO CON PERSONERIA JURIDICA"
"SENADO","NACIONAL","PARTIDO CONSERVADOR COLOMBIANO","","HENRY GOMEZ NIETO","M","PARTIDO O MOVIMIENTO POLITICO CON PERSONERIA JURIDICA"
"SENADO","NACIONAL","PARTIDO CONSERVADOR COLOMBIANO","","NARLLY YESSENYA BEDOYA GALLEGO","F","PARTIDO O MOVIMIENTO POLITICO CON PERSONERIA JURIDICA"
