"departamento","corporacion","circunscripción","partido","candidato","genero","descipcion_movimiento","codigo","region"
"TOLIMA","CAMARA","TERRITORIAL","PACTO HISTÓRICO ALIANZA VERDE","SANDRA LILIANA SALAZAR MARTINEZ","F","COALICIONES","73","Centro Sur"
"TOLIMA","CAMARA","TERRITORIAL","PACTO HISTÓRICO ALIANZA VERDE","NOHORA JUDITH PATRICIA RAMIREZ DE BONILLA","F","COALICIONES","73","Centro Sur"
"TOLIMA","CAMARA","TERRITORIAL","PACTO HISTÓRICO ALIANZA VERDE","CAMILO ANDRES PADILLA ZAPATA","M","COALICIONES","73","Centro Sur"
"TOLIMA","CAMARA","TERRITORIAL","PACTO HISTÓRICO ALIANZA VERDE","HELMER ABEL LOZANO LOZANO","M","COALICIONES","73","Centro Sur"
"TOLIMA","CAMARA","TERRITORIAL","PACTO HISTÓRICO ALIANZA VERDE","JOSE ESNORALDO RODRIGUEZ RODRIGUEZ","M","COALICIONES","73","Centro Sur"
"TOLIMA","CAMARA","TERRITORIAL","PACTO HISTÓRICO ALIANZA VERDE","MARTHA LISBETH ALFONSO JURADO","F","COALICIONES","73","Centro Sur"
"TOLIMA","CAMARA","TERRITORIAL","MOVIMIENTO DE SALVACION NACIONAL","MARCO ANTONIO SUAREZ ALVAREZ","M","PARTIDO O MOVIMIENTO POLITICO CON PERSONERIA JURIDICA","73","Centro Sur"
"VALLE DEL CAUCA","CAMARA","TERRITORIAL","PARTIDO LIBERAL COLOMBIANO","ADRIANA NULL GOMEZ MILLAN","F","PARTIDO O MOVIMIENTO POLITICO CON PERSONERIA JURIDICA","76","Pacífico"
"VALLE DEL CAUCA","CAMARA","TERRITORIAL","PARTIDO LIBERAL COLOMBIANO","CRISTIAN NULL RODALLEGA GARCES","M","PARTIDO O MOVIMIENTO POLITICO CON PERSONERIA JURIDICA","76","Pacífico"
"VALLE DEL CAUCA","CAMARA","TERRITORIAL","PARTIDO LIBERAL COLOMBIANO","JUAN FERNANDO REYES KURI","M","PARTIDO O MOVIMIENTO POLITICO CON PERSONERIA JURIDICA","76","Pacífico"
"VALLE DEL CAUCA","CAMARA","TERRITORIAL","PARTIDO LIBERAL COLOMBIANO","ALVARO HENRY MONEDERO RIVERA","M","PARTIDO O MOVIMIENTO POLITICO CON PERSONERIA JURIDICA","76","Pacífico"
"VALLE DEL CAUCA","CAMARA","TERRITORIAL","PARTIDO LIBERAL COLOMBIANO","ALBA LUCIA BECERRA GAÑAN","F","PARTIDO O MOVIMIENTO POLITICO CON PERSONERIA JURIDICA","76","Pacífico"
"VALLE DEL CAUCA","CAMARA","TERRITORIAL","PARTIDO LIBERAL COLOMBIANO","ALVARO VLADIMIR OCAMPO PULIDO","M","PARTIDO O MOVIMIENTO POLITICO CON PERSONERIA JURIDICA","76","Pacífico"
"VALLE DEL CAUCA","CAMARA","TERRITORIAL","PARTIDO LIBERAL COLOMBIANO","JOSE URIEL ROJAS BAUTISTA","M","PARTIDO O MOVIMIENTO POLITICO CON PERSONERIA JURIDICA","76","Pacífico"
"VALLE DEL CAUCA","CAMARA","TERRITORIAL","PARTIDO LIBERAL COLOMBIANO","VICTOR ISAIAS CARVAJAL COPETE","M","PARTIDO O MOVIMIENTO POLITICO CON PERSONERIA JURIDICA","76","Pacífico"
"VALLE DEL CAUCA","CAMARA","TERRITORIAL","PARTIDO LIBERAL COLOMBIANO","NATALIA NULL MERA OCAMPO","F","PARTIDO O MOVIMIENTO POLITICO CON PERSONERIA JURIDICA","76","Pacífico"
"VALLE DEL CAUCA","CAMARA","TERRITORIAL","PARTIDO LIBERAL COLOMBIANO","YEIN CAROLINA GUERRERO OSPINA","F","PARTIDO O MOVIMIENTO POLITICO CON PERSONERIA JURIDICA","76","Pacífico"
"VALLE DEL CAUCA","CAMARA","TERRITORIAL","PARTIDO LIBERAL COLOMBIANO","IVAN NULL ESTUPIÑAN ESTUPIÑAN","M","PARTIDO O MOVIMIENTO POLITICO CON PERSONERIA JURIDICA","76","Pacífico"
"VALLE DEL CAUCA","CAMARA","TERRITORIAL","PARTIDO LIBERAL COLOMBIANO","LEONARDO DE JESUS GALLEGO ARROYAVE","M","PARTIDO O MOVIMIENTO POLITICO CON PERSONERIA JURIDICA","76","Pacífico"
"VALLE DEL CAUCA","CAMARA","TERRITORIAL","PARTIDO CONSERVADOR COLOMBIANO","GUSTAVO ADOLFO VELEZ ROMAN","M","PARTIDO O MOVIMIENTO POLITICO CON PERSONERIA JURIDICA","76","Pacífico"
"VALLE DEL CAUCA","CAMARA","TERRITORIAL","PARTIDO CONSERVADOR COLOMBIANO","JANNET ROCIO MARTINEZ MUÑOZ","F","PARTIDO O MOVIMIENTO POLITICO CON PERSONERIA JURIDICA","76","Pacífico"
"VALLE DEL CAUCA","CAMARA","TERRITORIAL","PARTIDO CONSERVADOR COLOMBIANO","LUIS FERNANDO VELAZQUEZ BUENO","M","PARTIDO O MOVIMIENTO POLITICO CON PERSONERIA JURIDICA","76","Pacífico"
"VALLE DEL CAUCA","CAMARA","TERRITORIAL","PARTIDO CONSERVADOR COLOMBIANO","MARIA DEL CARMEN HOYOS TRUJILLO","F","PARTIDO O MOVIMIENTO POLITICO CON PERSONERIA JURIDICA","76","Pacífico"
"VALLE DEL CAUCA","CAMARA","TERRITORIAL","PARTIDO CONSERVADOR COLOMBIANO","JOSE RAMON ORTIZ MAZO","M","PARTIDO O MOVIMIENTO POLITICO CON PERSONERIA JURIDICA","76","Pacífico"
"VALLE DEL CAUCA","CAMARA","TERRITORIAL","PARTIDO CONSERVADOR COLOMBIANO","AMPARO NULL LOPEZ LOPEZ","F","PARTIDO O MOVIMIENTO POLITICO CON PERSONERIA JURIDICA","76","Pacífico"
"VALLE DEL CAUCA","CAMARA","TERRITORIAL","PARTIDO CONSERVADOR COLOMBIANO","ALVARO FERNANDO DAVID ADARVE","M","PARTIDO O MOVIMIENTO POLITICO CON PERSONERIA JURIDICA","76","Pacífico"
"VALLE DEL CAUCA","CAMARA","TERRITORIAL","PARTIDO CONSERVADOR COLOMBIANO","FRANCISCO JAVIER VACA OTALVARO","M","PARTIDO O MOVIMIENTO POLITICO CON PERSONERIA JURIDICA","76","Pacífico"
"VALLE DEL CAUCA","CAMARA","TERRITORIAL","PARTIDO CONSERVADOR COLOMBIANO","PEDRO NEL QUIÑONEZ NULL","M","PARTIDO O MOVIMIENTO POLITICO CON PERSONERIA JURIDICA","76","Pacífico"
"VALLE DEL CAUCA","CAMARA","TERRITORIAL","PARTIDO CONSERVADOR COLOMBIANO","LUIS ANDRES PLAZA SALAZAR","M","PARTIDO O MOVIMIENTO POLITICO CON PERSONERIA JURIDICA","76","Pacífico"
"VALLE DEL CAUCA","CAMARA","TERRITORIAL","PARTIDO CONSERVADOR COLOMBIANO","MARYI ALEJANDRA GALEANO GARCIA","F","PARTIDO O MOVIMIENTO POLITICO CON PERSONERIA JURIDICA","76","Pacífico"
"VALLE DEL CAUCA","CAMARA","TERRITORIAL","PARTIDO CONSERVADOR COLOMBIANO","STEVEN NULL BALLESTEROS MUÑOZ","M","PARTIDO O MOVIMIENTO POLITICO CON PERSONERIA JURIDICA","76","Pacífico"
"VALLE DEL CAUCA","CAMARA","TERRITORIAL","PARTIDO CONSERVADOR COLOMBIANO","MARIA YOVANA RODRIGUEZ GARCIA","F","PARTIDO O MOVIMIENTO POLITICO CON PERSONERIA JURIDICA","76","Pacífico"
"VALLE DEL CAUCA","CAMARA","TERRITORIAL","PARTIDO CAMBIO RADICAL","JUANA ELOISA CATAÑO MUÑOZ","F","PARTIDO O MOVIMIENTO POLITICO CON PERSONERIA JURIDICA","76","Pacífico"
"VALLE DEL CAUCA","CAMARA","TERRITORIAL","PARTIDO CAMBIO RADICAL","LUZ NELLY HERRERA GRANADOS","F","PARTIDO O MOVIMIENTO POLITICO CON PERSONERIA JURIDICA","76","Pacífico"
"VALLE DEL CAUCA","CAMARA","TERRITORIAL","PARTIDO CAMBIO RADICAL","JOSE LUIS MUÑOZ LERMA","M","PARTIDO O MOVIMIENTO POLITICO CON PERSONERIA JURIDICA","76","Pacífico"
"VALLE DEL CAUCA","CAMARA","TERRITORIAL","PARTIDO CAMBIO RADICAL","BERTHA JUDITH CORDOBA VALENCIA","F","PARTIDO O MOVIMIENTO POLITICO CON PERSONERIA JURIDICA","76","Pacífico"
"VALLE DEL CAUCA","CAMARA","TERRITORIAL","PARTIDO CAMBIO RADICAL","JOSE WILLIAM GARZON SOLIS","M","PARTIDO O MOVIMIENTO POLITICO CON PERSONERIA JURIDICA","76","Pacífico"
"VALLE DEL CAUCA","CAMARA","TERRITORIAL","PARTIDO CAMBIO RADICAL","LUIS FERNANDO SALAZAR GUAPACHA","M","PARTIDO O MOVIMIENTO POLITICO CON PERSONERIA JURIDICA","76","Pacífico"
"VALLE DEL CAUCA","CAMARA","TERRITORIAL","PARTIDO CAMBIO RADICAL","HERNANDO NULL GONZALEZ NULL","M","PARTIDO O MOVIMIENTO POLITICO CON PERSONERIA JURIDICA","76","Pacífico"
"VALLE DEL CAUCA","CAMARA","TERRITORIAL","PARTIDO CAMBIO RADICAL","OLIVERIO NULL HOYOS SALCEDO","M","PARTIDO O MOVIMIENTO POLITICO CON PERSONERIA JURIDICA","76","Pacífico"
"VALLE DEL CAUCA","CAMARA","TERRITORIAL","PARTIDO CAMBIO RADICAL","ERICA MARIA CASTAÑO SALAZAR","F","PARTIDO O MOVIMIENTO POLITICO CON PERSONERIA JURIDICA","76","Pacífico"
"VALLE DEL CAUCA","CAMARA","TERRITORIAL","PARTIDO CAMBIO RADICAL","YONK JAIRO TORRES NULL","M","PARTIDO O MOVIMIENTO POLITICO CON PERSONERIA JURIDICA","76","Pacífico"
"VALLE DEL CAUCA","CAMARA","TERRITORIAL","PARTIDO CAMBIO RADICAL","VICTOR HUGO JOHNSON CORPUS","M","PARTIDO O MOVIMIENTO POLITICO CON PERSONERIA JURIDICA","76","Pacífico"
"VALLE DEL CAUCA","CAMARA","TERRITORIAL","PARTIDO CAMBIO RADICAL","MARIO FERNANDO ACOSTA RIOS","M","PARTIDO O MOVIMIENTO POLITICO CON PERSONERIA JURIDICA","76","Pacífico"
"VALLE DEL CAUCA","CAMARA","TERRITORIAL","PARTIDO CAMBIO RADICAL","MARIA FERNANDA PORTELA FAJARDO","F","PARTIDO O MOVIMIENTO POLITICO CON PERSONERIA JURIDICA","76","Pacífico"
"VALLE DEL CAUCA","CAMARA","TERRITORIAL","PARTIDO ALIANZA VERDE","DUVALIER NULL SANCHEZ ARANGO","M","PARTIDO O MOVIMIENTO POLITICO CON PERSONERIA JURIDICA","76","Pacífico"
"VALLE DEL CAUCA","CAMARA","TERRITORIAL","PARTIDO ALIANZA VERDE","ANA CRISTINA MURILLO GRANADOS","F","PARTIDO O MOVIMIENTO POLITICO CON PERSONERIA JURIDICA","76","Pacífico"
"VALLE DEL CAUCA","CAMARA","TERRITORIAL","PARTIDO ALIANZA VERDE","DIANA SORAYA MONTAÑO HURTADO","F","PARTIDO O MOVIMIENTO POLITICO CON PERSONERIA JURIDICA","76","Pacífico"
"VALLE DEL CAUCA","CAMARA","TERRITORIAL","PARTIDO ALIANZA VERDE","CLAUDIA LILIANA VELASCO RIVERA","F","PARTIDO O MOVIMIENTO POLITICO CON PERSONERIA JURIDICA","76","Pacífico"
"VALLE DEL CAUCA","CAMARA","TERRITORIAL","PARTIDO ALIANZA VERDE","MARTHA CECILIA TELLO ARIAS","F","PARTIDO O MOVIMIENTO POLITICO CON PERSONERIA JURIDICA","76","Pacífico"
"VALLE DEL CAUCA","CAMARA","TERRITORIAL","PARTIDO ALIANZA VERDE","HUMBERTO NULL MORENO CORIAT","M","PARTIDO O MOVIMIENTO POLITICO CON PERSONERIA JURIDICA","76","Pacífico"
"VALLE DEL CAUCA","CAMARA","TERRITORIAL","PARTIDO ALIANZA VERDE","JULIAN ANDRES ZAPATA AGUDELO","M","PARTIDO O MOVIMIENTO POLITICO CON PERSONERIA JURIDICA","76","Pacífico"
"VALLE DEL CAUCA","CAMARA","TERRITORIAL","PARTIDO ALIANZA VERDE","JOHN JAIRO BOTERO GOMEZ","M","PARTIDO O MOVIMIENTO POLITICO CON PERSONERIA JURIDICA","76","Pacífico"
"VALLE DEL CAUCA","CAMARA","TERRITORIAL","PARTIDO ALIANZA VERDE","CAMILO NULL CHAVARRIAGA WAGNER","M","PARTIDO O MOVIMIENTO POLITICO CON PERSONERIA JURIDICA","76","Pacífico"
"VALLE DEL CAUCA","CAMARA","TERRITORIAL","PARTIDO ALIANZA VERDE","AELIN MICHELLE OBANDO CALVACHE","F","PARTIDO O MOVIMIENTO POLITICO CON PERSONERIA JURIDICA","76","Pacífico"
"VALLE DEL CAUCA","CAMARA","TERRITORIAL","PARTIDO ALIANZA VERDE","CINDY TATIANA ANGULO CASTILLO","F","PARTIDO O MOVIMIENTO POLITICO CON PERSONERIA JURIDICA","76","Pacífico"
"VALLE DEL CAUCA","CAMARA","TERRITORIAL","PARTIDO ALIANZA VERDE","JOSE HARBEY HURTADO GUERRERO","M","PARTIDO O MOVIMIENTO POLITICO CON PERSONERIA JURIDICA","76","Pacífico"
"VALLE DEL CAUCA","CAMARA","TERRITORIAL","PARTIDO ALIANZA VERDE","JULIAN NULL RODRIGUEZ GRANADA","M","PARTIDO O MOVIMIENTO POLITICO CON PERSONERIA JURIDICA","76","Pacífico"
"VALLE DEL CAUCA","CAMARA","TERRITORIAL","PARTIDO DE LA UNIÓN POR LA GENTE ""PARTIDO DE LA U""","JULIAN DAVID LOPEZ TENORIO","M","PARTIDO O MOVIMIENTO POLITICO CON PERSONERIA JURIDICA","76","Pacífico"
"VALLE DEL CAUCA","CAMARA","TERRITORIAL","PARTIDO DE LA UNIÓN POR LA GENTE ""PARTIDO DE LA U""","GUSTAVO ALBERTO OROZCO LINCE","M","PARTIDO O MOVIMIENTO POLITICO CON PERSONERIA JURIDICA","76","Pacífico"
"VALLE DEL CAUCA","CAMARA","TERRITORIAL","PARTIDO DE LA UNIÓN POR LA GENTE ""PARTIDO DE LA U""","NAYUA PATRICIA ALAEDDINE AZBA","F","PARTIDO O MOVIMIENTO POLITICO CON PERSONERIA JURIDICA","76","Pacífico"
"VALLE DEL CAUCA","CAMARA","TERRITORIAL","PARTIDO DE LA UNIÓN POR LA GENTE ""PARTIDO DE LA U""","JACKELINE NULL RENTERIA CASTILLO","F","PARTIDO O MOVIMIENTO POLITICO CON PERSONERIA JURIDICA","76","Pacífico"
"VALLE DEL CAUCA","CAMARA","TERRITORIAL","PARTIDO DE LA UNIÓN POR LA GENTE ""PARTIDO DE LA U""","YAZMIN ANDREA GARCIA MUÑOZ","F","PARTIDO O MOVIMIENTO POLITICO CON PERSONERIA JURIDICA","76","Pacífico"
"VALLE DEL CAUCA","CAMARA","TERRITORIAL","PARTIDO DE LA UNIÓN POR LA GENTE ""PARTIDO DE LA U""","MONICA NULL GARCIA CUENCA","F","PARTIDO O MOVIMIENTO POLITICO CON PERSONERIA JURIDICA","76","Pacífico"
"VALLE DEL CAUCA","CAMARA","TERRITORIAL","PARTIDO DE LA UNIÓN POR LA GENTE ""PARTIDO DE LA U""","MARILYN NULL GONZALEZ BERNAL","F","PARTIDO O MOVIMIENTO POLITICO CON PERSONERIA JURIDICA","76","Pacífico"
"VALLE DEL CAUCA","CAMARA","TERRITORIAL","PARTIDO DE LA UNIÓN POR LA GENTE ""PARTIDO DE LA U""","ELIZABETH NULL PATIÑO ALCALDE","F","PARTIDO O MOVIMIENTO POLITICO CON PERSONERIA JURIDICA","76","Pacífico"
"VALLE DEL CAUCA","CAMARA","TERRITORIAL","PARTIDO DE LA UNIÓN POR LA GENTE ""PARTIDO DE LA U""","OLGA PATRICIA COLLAZOS CORTES","F","PARTIDO O MOVIMIENTO POLITICO CON PERSONERIA JURIDICA","76","Pacífico"
"VALLE DEL CAUCA","CAMARA","TERRITORIAL","PARTIDO DE LA UNIÓN POR LA GENTE ""PARTIDO DE LA U""","JHON FREDY PIMENTEL MURILLO","M","PARTIDO O MOVIMIENTO POLITICO CON PERSONERIA JURIDICA","76","Pacífico"
"VALLE DEL CAUCA","CAMARA","TERRITORIAL","PARTIDO DE LA UNIÓN POR LA GENTE ""PARTIDO DE LA U""","VICTOR MANUEL SALCEDO GUERRERO","M","PARTIDO O MOVIMIENTO POLITICO CON PERSONERIA JURIDICA","76","Pacífico"
"VALLE DEL CAUCA","CAMARA","TERRITORIAL","PARTIDO DE LA UNIÓN POR LA GENTE ""PARTIDO DE LA U""","JULIAN NULL HERNANDEZ AGUIRRE","M","PARTIDO O MOVIMIENTO POLITICO CON PERSONERIA JURIDICA","76","Pacífico"
"VALLE DEL CAUCA","CAMARA","TERRITORIAL","PARTIDO DE LA UNIÓN POR LA GENTE ""PARTIDO DE LA U""","JORGE ELIECER TAMAYO MARULANDA","M","PARTIDO O MOVIMIENTO POLITICO CON PERSONERIA JURIDICA","76","Pacífico"
"VALLE DEL CAUCA","CAMARA","TERRITORIAL","PARTIDO CENTRO DEMOCRÁTICO","CHRISTIAN MUNIR GARCES ALJURE","M","PARTIDO O MOVIMIENTO POLITICO CON PERSONERIA JURIDICA","76","Pacífico"
"VALLE DEL CAUCA","CAMARA","TERRITORIAL","PARTIDO CENTRO DEMOCRÁTICO","JAMES NULL SALAZAR LOAIZA","M","PARTIDO O MOVIMIENTO POLITICO CON PERSONERIA JURIDICA","76","Pacífico"
"VALLE DEL CAUCA","CAMARA","TERRITORIAL","PARTIDO CENTRO DEMOCRÁTICO","BEATRIZ EUGENIA RUIZ BECERRA","F","PARTIDO O MOVIMIENTO POLITICO CON PERSONERIA JURIDICA","76","Pacífico"
"VALLE DEL CAUCA","CAMARA","TERRITORIAL","PARTIDO CENTRO DEMOCRÁTICO","JULIAN ANTONIO BEDOYA MENESES","M","PARTIDO O MOVIMIENTO POLITICO CON PERSONERIA JURIDICA","76","Pacífico"
"VALLE DEL CAUCA","CAMARA","TERRITORIAL","PARTIDO CENTRO DEMOCRÁTICO","HENRY NULL DELGADO RIVERA","M","PARTIDO O MOVIMIENTO POLITICO CON PERSONERIA JURIDICA","76","Pacífico"
"VALLE DEL CAUCA","CAMARA","TERRITORIAL","PARTIDO CENTRO DEMOCRÁTICO","ANDRES NULL RESTREPO FORERO","M","PARTIDO O MOVIMIENTO POLITICO CON PERSONERIA JURIDICA","76","Pacífico"
"VALLE DEL CAUCA","CAMARA","TERRITORIAL","PARTIDO CENTRO DEMOCRÁTICO","YURY AUDREY VALDES JARAMILLO","F","PARTIDO O MOVIMIENTO POLITICO CON PERSONERIA JURIDICA","76","Pacífico"
"VALLE DEL CAUCA","CAMARA","TERRITORIAL","PARTIDO CENTRO DEMOCRÁTICO","JUAN CARLOS SALAZAR URIBE","M","PARTIDO O MOVIMIENTO POLITICO CON PERSONERIA JURIDICA","76","Pacífico"
"VALLE DEL CAUCA","CAMARA","TERRITORIAL","PARTIDO CENTRO DEMOCRÁTICO","LILIA ANTUANED CUASQUER REVELO","F","PARTIDO O MOVIMIENTO POLITICO CON PERSONERIA JURIDICA","76","Pacífico"
"VALLE DEL CAUCA","CAMARA","TERRITORIAL","PARTIDO CENTRO DEMOCRÁTICO","GINETTE NULL ECHEVERRI SAENZ","F","PARTIDO O MOVIMIENTO POLITICO CON PERSONERIA JURIDICA","76","Pacífico"
"VALLE DEL CAUCA","CAMARA","TERRITORIAL","PARTIDO CENTRO DEMOCRÁTICO","JULIO CESAR GARCIA VARELA","M","PARTIDO O MOVIMIENTO POLITICO CON PERSONERIA JURIDICA","76","Pacífico"
"VALLE DEL CAUCA","CAMARA","TERRITORIAL","PARTIDO CENTRO DEMOCRÁTICO","BRYAN ALEXANDER OBANDO MORA","M","PARTIDO O MOVIMIENTO POLITICO CON PERSONERIA JURIDICA","76","Pacífico"
"VALLE DEL CAUCA","CAMARA","TERRITORIAL","PARTIDO CENTRO DEMOCRÁTICO","MILTON HUGO ANGULO VIVEROS","M","PARTIDO O MOVIMIENTO POLITICO CON PERSONERIA JURIDICA","76","Pacífico"
"VALLE DEL CAUCA","CAMARA","TERRITORIAL","PARTIDO COMUNES","LUIS ALBERTO ALBAN URBANO","M","PARTIDO O MOVIMIENTO POLITICO CON PERSONERIA JURIDICA","76","Pacífico"
"VALLE DEL CAUCA","CAMARA","TERRITORIAL","PARTIDO COMUNES","MARIA EDITH PATIÑO GUERRERO","F","PARTIDO O MOVIMIENTO POLITICO CON PERSONERIA JURIDICA","76","Pacífico"
"VALLE DEL CAUCA","CAMARA","TERRITORIAL","PARTIDO COMUNES","JAIR DE JESUS TORRES GARCIA","M","PARTIDO O MOVIMIENTO POLITICO CON PERSONERIA JURIDICA","76","Pacífico"
"VALLE DEL CAUCA","CAMARA","TERRITORIAL","COALICION PARTIDO POLITICO MIRA Y PARTIDO COLOMBIA JUSTA LIBRES.","JESUS OCTAVIO GALLEGO GONZALEZ","M","COALICIONES","76","Pacífico"
"VALLE DEL CAUCA","CAMARA","TERRITORIAL","COALICION PARTIDO POLITICO MIRA Y PARTIDO COLOMBIA JUSTA LIBRES.","GLORIA ELIZABETH VARGAS VARON","F","COALICIONES","76","Pacífico"
"VALLE DEL CAUCA","CAMARA","TERRITORIAL","COALICION PARTIDO POLITICO MIRA Y PARTIDO COLOMBIA JUSTA LIBRES.","MIGUEL ANGEL GARCIA LOPEZ","M","COALICIONES","76","Pacífico"
"VALLE DEL CAUCA","CAMARA","TERRITORIAL","COALICION PARTIDO POLITICO MIRA Y PARTIDO COLOMBIA JUSTA LIBRES.","SONIA MILENA MARTINEZ FLOREZ","F","COALICIONES","76","Pacífico"
"VALLE DEL CAUCA","CAMARA","TERRITORIAL","COALICION PARTIDO POLITICO MIRA Y PARTIDO COLOMBIA JUSTA LIBRES.","HEYDER ORLANDO GOMEZ DIAZ","M","COALICIONES","76","Pacífico"
"VALLE DEL CAUCA","CAMARA","TERRITORIAL","COALICION PARTIDO POLITICO MIRA Y PARTIDO COLOMBIA JUSTA LIBRES.","GIOVANNY NULL PEÑA PAZ","M","COALICIONES","76","Pacífico"
"VALLE DEL CAUCA","CAMARA","TERRITORIAL","COALICION PARTIDO POLITICO MIRA Y PARTIDO COLOMBIA JUSTA LIBRES.","AYDEN ELICED MEJIA CRUZ","F","COALICIONES","76","Pacífico"
"VALLE DEL CAUCA","CAMARA","TERRITORIAL","COALICION PARTIDO POLITICO MIRA Y PARTIDO COLOMBIA JUSTA LIBRES.","YILBER LEANDRO BENITEZ PALACIOS","M","COALICIONES","76","Pacífico"
"VALLE DEL CAUCA","CAMARA","TERRITORIAL","COALICION CENTRO ESPERANZA VALLE","GLORIA NULL PEÑA NULL","F","COALICIONES","76","Pacífico"
"VALLE DEL CAUCA","CAMARA","TERRITORIAL","COALICION CENTRO ESPERANZA VALLE","OSCAR NULL BECERRA AGUIRRE","M","COALICIONES","76","Pacífico"
"VALLE DEL CAUCA","CAMARA","TERRITORIAL","COALICION CENTRO ESPERANZA VALLE","DIANA MARIA RIOS SALAZAR","F","COALICIONES","76","Pacífico"
"VALLE DEL CAUCA","CAMARA","TERRITORIAL","COALICION CENTRO ESPERANZA VALLE","JOHANN RAYMOND PEÑAFIELD NULL","M","COALICIONES","76","Pacífico"
"VALLE DEL CAUCA","CAMARA","TERRITORIAL","COALICION CENTRO ESPERANZA VALLE","JHONSSON NULL TORRES ORTIZ","M","COALICIONES","76","Pacífico"
"VALLE DEL CAUCA","CAMARA","TERRITORIAL","COALICION CENTRO ESPERANZA VALLE","HENRY NULL CALVO NULL","M","COALICIONES","76","Pacífico"
"VALLE DEL CAUCA","CAMARA","TERRITORIAL","COALICION CENTRO ESPERANZA VALLE","YITCY NULL BECERRA DIAZ","F","COALICIONES","76","Pacífico"
"VALLE DEL CAUCA","CAMARA","TERRITORIAL","COALICION CENTRO ESPERANZA VALLE","FANNY NULL MORENO ROJAS","F","COALICIONES","76","Pacífico"
"VALLE DEL CAUCA","CAMARA","TERRITORIAL","COALICION CENTRO ESPERANZA VALLE","JUAN GABRIEL HURTADO BARAHONA","M","COALICIONES","76","Pacífico"
"VALLE DEL CAUCA","CAMARA","TERRITORIAL","COALICION CENTRO ESPERANZA VALLE","MILDRED ELIANA ARIAS CEBALLOS","F","COALICIONES","76","Pacífico"
"VALLE DEL CAUCA","CAMARA","TERRITORIAL","COALICION CENTRO ESPERANZA VALLE","WALTER HERNANDO ANTE POTES","M","COALICIONES","76","Pacífico"
"VALLE DEL CAUCA","CAMARA","TERRITORIAL","COALICION CENTRO ESPERANZA VALLE","JOSE MARIA PELAEZ MEJIA","M","COALICIONES","76","Pacífico"
"VALLE DEL CAUCA","CAMARA","TERRITORIAL","COALICION CENTRO ESPERANZA VALLE","LUIS ALFREDO GOMEZ GUERRERO","M","COALICIONES","76","Pacífico"
"VALLE DEL CAUCA","CAMARA","TERRITORIAL","COALICIÓN PACTO HISTÓRICO","JOSE ALBERTO TEJADA ECHEVERRI","M","COALICIONES","76","Pacífico"
"VALLE DEL CAUCA","CAMARA","TERRITORIAL","COALICIÓN PACTO HISTÓRICO","GLORIA ELENA ARIZABALETA CORRAL","F","COALICIONES","76","Pacífico"
"VALLE DEL CAUCA","CAMARA","TERRITORIAL","COALICIÓN PACTO HISTÓRICO","CRISTOBAL NULL CAICEDO ANGULO","M","COALICIONES","76","Pacífico"
"VALLE DEL CAUCA","CAMARA","TERRITORIAL","COALICIÓN PACTO HISTÓRICO","JORGE ALEJANDRO OCAMPO GIRALDO","M","COALICIONES","76","Pacífico"
"VALLE DEL CAUCA","CAMARA","TERRITORIAL","COALICIÓN PACTO HISTÓRICO","ALFREDO NULL MONDRAGON GARZON","M","COALICIONES","76","Pacífico"
"VALLE DEL CAUCA","CAMARA","TERRITORIAL","COALICIÓN PACTO HISTÓRICO","GILDARDO NULL SILVA MOLINA","M","COALICIONES","76","Pacífico"
"VALLE DEL CAUCA","CAMARA","TERRITORIAL","COALICIÓN PACTO HISTÓRICO","FERNEY HUMBERTO LOZANO CAMELO","M","COALICIONES","76","Pacífico"
"VALLE DEL CAUCA","CAMARA","TERRITORIAL","COALICIÓN PACTO HISTÓRICO","ALINA AMPARO CAYCEDO VELASCO","F","COALICIONES","76","Pacífico"
"VALLE DEL CAUCA","CAMARA","TERRITORIAL","COALICIÓN PACTO HISTÓRICO","CLAUDIA MARCELA FRANCO DOMINGUEZ","F","COALICIONES","76","Pacífico"
"VALLE DEL CAUCA","CAMARA","TERRITORIAL","COALICIÓN PACTO HISTÓRICO","DANILVA NULL RUIZ NAVIA","F","COALICIONES","76","Pacífico"
"VALLE DEL CAUCA","CAMARA","TERRITORIAL","COALICIÓN PACTO HISTÓRICO","LAUREANO NULL CASTELLANOS HOYOS","M","COALICIONES","76","Pacífico"
"VALLE DEL CAUCA","CAMARA","TERRITORIAL","COALICIÓN PACTO HISTÓRICO","BERNARDA EUGENIA CUESTA DUQUE","F","COALICIONES","76","Pacífico"
"VALLE DEL CAUCA","CAMARA","TERRITORIAL","COALICIÓN PACTO HISTÓRICO","ELMER JOSE MONTAÑA GALLEGO","M","COALICIONES","76","Pacífico"
"VALLE DEL CAUCA","CAMARA","TERRITORIAL","MOVIMIENTO DE SALVACION NACIONAL","NELSON NULL RINCON LAVERDE","M","PARTIDO O MOVIMIENTO POLITICO CON PERSONERIA JURIDICA","76","Pacífico"
"VALLE DEL CAUCA","CAMARA","TERRITORIAL","MOVIMIENTO DE SALVACION NACIONAL","ADRIANA NULL LASSO HERRERA","F","PARTIDO O MOVIMIENTO POLITICO CON PERSONERIA JURIDICA","76","Pacífico"
