,descripcion,nombre,partido,instagram,facebook,linkedin,tiktok,web,twitter,Circunscripción,Grado de estudio,Profesión,Cuatrienio,Fecha de nacimiento,Edad,Lugar de nacimiento,Género,Whatsapp,Oficina,Teléfono Oficina,Correo Electrónico,YouTube
103,"Soy abogada de la Universidad Santo Tomás, con especialización en política social de la Universidad Javeriana; de familia boyacense, con amplia experiencia administrativa y normativa en la Administración Pública. Durante 21 años me desempeñé como Concejal de Bogotá, corporación de la cual fui su Presidenta en el período 2009-2010 y Presidenta de sus comisiones. Desde Bogotá y Cundinamarca he contribuido al mejoramiento de la calidad de vida de los sectores más desprotegidos, defendiendo con las organizaciones sociales y Juntas de Acción Comunal los intereses ciudadanos.He acompañado la gestión que por 42 años de vida legislativa ha venido cumpliendo el Senador Fernando Tamayo, la extraordinaria labor del Diputado por Cundinamarca Rafael Tamayo, y las acciones lideradas por el Concejal Nelson Cubides. Hemos estudiado con profundidad los problemas que más afectan a los colombianos y venimos aportando soluciones concretas. Me entusiasma llegar al Senado para contribuir en la transformación de la función de la política y trabajar por las causas sociales que siempre he representado. Espero contar con su respaldo!Tomado de: http://soledadtamayo.com/soledad_tamayo.html",Soledad Tamayo Tamayo,Conservador Colombiano,https://www.instagram.com/soledadtamayot/,https://www.facebook.com/SoledadTamayoT/,,,,https://twitter.com/SoledadTamayoT,Circunscripción Nacional en Distrito Capital,Especialización,Abogado/a,2022 - 2026,Invalid Date,Sin edad asignada,Palermo,Femenino,,428B,382 3278 / 3279,,
104,"Jorge Torres Victoria o Pablo Catatumbo.Ex guerrillero colombiano que desde septiembre de 2017 es miembro de la dirección nacional de Fuerza Alternativa Revolucionaria del Común, partido fundado tras la desaparición de la guerrilla de las Fuerzas Armadas Revolucionarias de Colombia, Farc. Catatumbo pertenecía al secretariado de las Farc desde 2008. El 1 de diciembre de 2017 se acogió a la Justicia Especial para la Paz. Firmó el acta junto a Victoria Sandino convirtiéndose ambos en los primeros miembros de la dirección de las Fuerza Alternativa Revolucionaria del Común, firmantes del acta de suscripción a la JEP.Tomado de: https://es.wikipedia.org/wiki/Pablo_Catatumbo",Pablo Catatumbo Torres Victoria,Comunes,,https://www.facebook.com/PCatatumboComunes,,,,https://twitter.com/CatatumbComunes,Circunscripción Nacional en Distrito Capital,Sin grado de estudio,Sin profesión,2022 - 2026,19 de marzo de 1953,70,Cali,Masculino,,Edificio Nuevo Congreso,(57) (1) 382 3000 – EXT 3089,,
105,"Contador público de Universidad Autónoma Latinoamericana UNAULA.Alcalde de la ciudad de Itagüí, Antioquia, para el periodo 2012-2015; destacado durante el año 2014 como el mejor mandatario local de Colombia, culminó su gobierno con una aprobación del 94% de la comunidad.Antes de ser Alcalde, fue Diputado del Departamento de Antioquia luego de ser electo en 2007 con la mayor votación del país para Asambleas, con más de 26 mil votos y también fue Concejal de Itagüí entre los años 2004 y 2007. Previamente se desempeñó como Asesor de las Comisiones Segunda y Quinta de la Cámara de Representantes y Asesor de la división Financiera de la Fábrica de Licores de Antioquia.Pertenece al Partido Conservador Colombiano y orienta el equipo político al que pertenece la Senadora Nidia Marcela Osorio y varios diputados, alcaldes y concejales de Antioquia y otras regiones del país.Tomado de: perfil de facebook del candidato http://bit.ly/2oOVG9c",Carlos Andrés Trujillo González,Conservador Colombiano,,https://www.facebook.com/catrujillog,,,,https://twitter.com/SenadorTrujillo,Circunscripción Nacional en Antioquia,Universitaria,Contador/a,2022 - 2026,30 de junio de 1976,47,Itagüí,Masculino,,449B Ed. Nuevo Congreso,382 3000 ext: 4406 - 4407 - 4408,,
106,Abogado con maestría en Políticas Públicas,Miguel Uribe Turbay,Centro Democrático,https://www.instagram.com/migueluribet/?hl=es-la,https://www.facebook.com/MiguelUribeTurbay,,,,https://twitter.com/MiguelUribeT,Circunscripción Nacional en Distrito Capital,Maestría,Abogado/a,2022 - 2026,28 de enero de 1986,37,Bogotá,Masculino,,,,,
107,"Abogada y filósofa de Los Andes, con una especialización en Economía de la Universidad de los Andes, además cuenta con una maestría en Escritura creativa de la Universidad de Nueva York. Ha sido columnista de los periódicos El Espectador y El País; así como analista política en la estación radial Blu Radio. Entre los años 2011 y 2012 fue periodista de opinión en el programa radial La Hora de la verdad, que dirige Fernando Londoño Hoyos. Es heredera de familias poderosas del Cauca y el Tolima, y una delfín conservadora: es nieta del expresidente Guillermo León Valencia y de Mario Laserna (fundador de la Universidad de Los Andes), hija del excongresista Ignacio Valencia y de Dorotea Laserna. También es prima del Ministro de Interior, Aurelio Iragorri Valencia. Es sobrina del senador conservador Juan Mario Laserna y su hermana Cayetana es la esposa de Juan Carlos Pastrana, hermano del expresidente Andrés Pastrana. Trabajó un año en la Procuraduría y otro en Planeación Nacional. Se quemó como candidata a la Cámara por Alas Equipo Colombia en 2006, cuando la lista no obtuvo ninguna curul.Fuente: La Silla Vacía : http://lasillavacia.com/historia/la-lista-de-uribe-al-senado-45668",Paloma Susana Valencia Laserna,Centro Democrático,,https://www.facebook.com/palomavalencial,,,,https://twitter.com/PalomaValenciaL,Circunscripción Nacional en Cauca,Especialización,Abogado/a,2022 - 2026,19 de enero de 1978,45,Popayán,Femenino,,633B Ed. Nuevo Congreso,382 3000 ext: 3692 - 3693 - 3769,,https://www.youtube.com/channel/UC2d3cQi9QTF-in6AEtP2GFg
108,"Abogado de la Universidad Santo Tomás, con especializaciones en Derecho Administrativo, Derecho Constitucional y Gestión de Entidades Territoriales.Durante su trayectoria, que comprende desde la docencia universitaria hasta el servicio público, ha estado vinculado laboralmente a los municipios metenses de Puerto López, donde se desempeñó como inspector de policía y Puerto Gaitán, donde fungió como asesor jurídico. Fue secretario general de la Empresa de Servicios Públicos del Meta; asesor legislativo en el Congreso de la República, y ocupó hasta principios del año 2017 el cargo de asesor de despacho para asuntos especiales en la Gobernación del Meta, donde el reconocimiento de las necesidades propias del departamento, vocación de servicio y compromiso con las comunidades, lo impulsaron a consolidar su proyecto político social a la Cámara de Representantes.",Alejandro Alberto Vega Pérez,Liberal Colombiano,https://www.instagram.com/alejandrovegali/?hl=es,https://www.facebook.com/alejandrovegali/,,,,https://twitter.com/alejandrovegali,Circunscripción Nacional en Meta,Especialización,Abogado/a,2022 - 2026,11 de febrero de 1986,37,Villavicencio,Masculino,,236B Ed. Nuevo del Congreso,4325100 ext: 3294 - 3295,,https://www.youtube.com/channel/UCkAfRnlqr8b4epugrQHbwNw/videos
109,"Abogado de la Corporación Universitaria Rafael Núñez de Cartagena, especialista en Negociación y Manejo de Conflictos de la Universidad del Norte de Barranquilla y en Estudios Políticos de la Universidad Sergio Arboleda.En 1987 tras culminar su bachillerato decide prestar su servicio militar y hacer carrera en la Armada Nacional durante dieciocho años. Fue tripulante y buzo táctico de Submarino “ARC Intrépido“, y funcionario de la Justicia Penal Militar. Durante su trayectoria militar se destacó como deportista. lo cual le llevó a representar a su institución en varias competencias deportivas. Se retiró voluntariamente de la Armada Nacional en el año 2004. Luego de su retiro de la Armada inicia su carrera política como Coordinador Político del Movimiento MIRA en la Costa Caribe.Senador de la República de Colombia (2006-2010), reelegido para el periodo (2010-2014). Vicepresidente del Movimiento Político MIRA desde enero de 2008 hasta la fecha. Actualmente integra la Comisión Segunda del Senado. Es expresidente de la Comisión Legal de Derechos Humanos y Audiencias Públicas (diciembre 2007- Agosto 2008).Reconocimientos-Del Concejo Municipal de Campo Alegre-Huila que lo declaró persona grata en 2008.-De la Fundación Integral Kardios, por su constante trabajo en la búsqueda de acciones para brindar apoyo a la población con Epilepsia.-Motociclismo.-De la Armada Nacional y Cooperativas de Militares Retirados por ser el primer Suboficial que es Senador de la República.",Manuel Antonio Virgüez Piraquive,MIRA - Colombia Justa Libres,,https://www.facebook.com/virguezmira/,,,,https://twitter.com/Virguez,Circunscripción Nacional en Distrito Capital,Especialización,Abogado/a,2022 - 2026,10 de mayo de 1969,54,Bogotá,Masculino,,617- 618 Ed. Nuevo Congreso,382 3000 ext: 3609 - 3610 - 3726,manuelvirguez@webmira.com,
110,"Ex alcalde de Ciénaga, Magdalena (1998-2000), esposo de la ex representante a la Cámara por el Partido Conservador, Inés Cecilia López.Zabaraín es un empresario que ha estado vinculado como gerente y miembro de juntas directivas de entidades relacionadas con los sectores de la construcción, portuario y de la minería.",Antonio Luis Toño Zabaraín Guevara,Cambio Radical,https://www.instagram.com/tonozabarain/?hl=es-la,https://www.facebook.com/To%C3%B1o-Zabarain-145516659486760/,,,,https://twitter.com/zabaraing,Circunscripción Nacional en Magdalena,Sin grado de estudio,Empresario,2022 - 2026,31 de diciembre de 1962,60,Ciénaga,Masculino,,412 Ed. Nuevo Congreso,382 3000 ext: 3438 - 3439,,
111,Economista de la Universidad de Nariño. Especialista en Derecho Económico de la Universidad Externado de ColombiaEspecialista en Ciencia Política. Universidad de Salamanca -España.Trayectoria:- Representante a la Cámara período 2006 - 2010- Vicepresidente de la Cámara 2007 - 2008Miembro de la Comisión SextaIntegrante de la Comisión de Ética y Estatuto del Congresista- Representante a la Cámara período 2002- 2006Miembro de la Comisión SextaIntegrante de la Comisión de Ordenamiento Territorial- Representante a la Cámara período 1998 - 2002Miembro y Vicepresidente de la Comisión CuartaIntegrante de la Comisión de Ordenamiento Territorial- Diputado de la Asamblea de Nariño período 1995 - 1997Presidente de la Asamblea Departamental- Concejal de Pasto período 1992 - 1994Presidente del Concejo de Pasto- Empleado del sector educativo por más de 15 añosPresidente del Sindicato de Trabajadores del M.E.N “SINTRENAL“Fuente: http://www.bernerzambrano.com/,Bérner León Zambrano Eraso,Partido de la U - Partido de la Unión por la Gente,https://www.instagram.com/berner.zambrano/,https://www.facebook.com/bernersenador/,,,,https://twitter.com/BernerZambrano,Circunscripción Nacional en Nariño,Especialización,Economista,2022 - 2026,15 de agosto de 1958,64,Taminango,Masculino,300 213 8489,622B Ed. Nuevo Congreso,382 3000 ext: 3623 - 3624,,
112,"Nacida en Ituango el 12 de abril de 1982, Zuleta es la directora del movimiento Ríos Vivos y pertenece al Movimiento por el Agua y la Vida. Desde 2021 hace parte del partido Colombia Humana, que le dio el aval para participar en la coalición política llamada Pacto Histórico, por el que fue elegida como senadora en las elecciones legislativas de 2022.<br><br>Zuleta vivió en Ituango hasta los 14 años cuando salió desplazada. Estudió sociología e historia en la Universidad de Antioquia y en 2008, formó parte de un movimiento que se quiso oponer a la construcción en su municipio de la hidroeléctrica más grande del país.Sacado de: https://www.eltiempo.com/elecciones-2022/isabel-zuleta-quien-es-la-senadora-electa-del-pacto-historico-670878",Isabel Cristina Zuleta Lopez,Pacto Histórico Coalición,,https://www.facebook.com/IsabelCristinaZuletaL,,,,https://twitter.com/ISAZULETA,Circunscripción Nacional en Antioquia,Universitaria,Sociólogo/a,2022 - 2026,12 de abril de 1982,41,Ituango,Femenino,,,,,
